username,date,content
narendramodi,2019-05-05,Strongly condemn the killing of @BJP4JnK leader Shri Ghulam Mohammed Mir. His contribution towards strengthening the party in J&K will always be remembered. There is no place for such violence in our country. Condolences to his family and well-wishers.
narendramodi,2019-05-05,"Inconsistent figures, incorrect facts and incomprehensible narratives…this is the Congress way."
narendramodi,2019-05-05,All in a day’s work.
narendramodi,2019-05-05,Greetings to @mlkhattar Ji on his birthday. I have known Manohar Lal Ji for years and have always admired his down to earth nature. He has provided effective and corruption-free governance to Haryana. He is a CM for all sections of society. Praying for his long and healthy life.
narendramodi,2019-05-05,Massive rally in Gwalior. Watch.
narendramodi,2019-05-05,"This is an excellent composition. Great effort by the entire team. I fully agree- India, our great country is eternal. May this nation always scale new heights of growth and glory in the times to come."
narendramodi,2019-05-05,Congress in MP is synonymous with colossal failures. It’s a sweep for BJP in MP. My speech from Sagar.
narendramodi,2019-05-05,Mahamilawat means chaos and corruption. Only BJP can effectively service UP. Watch from Bhadohi.
narendramodi,2019-05-05,Strongly condemn the killing of @BJP4JnK leader Shri Ghulam Mohammed Mir. His contribution towards strengthening the party in J&K will always be remembered. There is no place for such violence in our country. Condolences to his family and well-wishers.
narendramodi,2019-05-05,"Inconsistent figures, incorrect facts and incomprehensible narratives…this is the Congress way."
narendramodi,2019-05-04,Here is how the people of Bihar showed their support at Ramnagar. Bihar does not need lanterns because the NDA Government has worked extensively to brighten people’s lives and transform the state. Bihar also does not need hands that loot the state.
narendramodi,2019-05-04,"In 2013-2014 price rise was among the top issues. That is because Congress and price rise are a strong team. During the last five years, prices of basic commodities have been kept under check so that people are not burdened."
narendramodi,2019-05-04,"India has been a victim of terrorism for decades but in the last five years, our stand on the issue has received far-reaching global support. The results are for everyone to see."
narendramodi,2019-05-04,"Neeraj, you’re a brave youngster who has been making India proud continuously! Everyone is praying for your quick and complete recovery. @Neeraj_chopra1"
narendramodi,2019-05-04,"Day after tomorrow, on the 6th morning, I will be going to Odisha to take stock of the situation arising in the wake of Cyclone Fani."
narendramodi,2019-05-04,"Spoke to Shri Keshari Nath Tripathi Ji, the Governor of West Bengal on the situation due to Cyclone Fani. Reiterated the Centre’s readiness to provide all help needed to cope with the cyclone. Also conveyed my solidarity with the people of Bengal in the wake of Cyclone Fani."
narendramodi,2019-05-04,"Had a discussion with Odisha Governor Professor Ganeshi Lal Ji on the situation in the state due to Cyclone Fani. Assured all possible help from the Centre to the sisters and brothers of Odisha, who are showing exemplary courage in the face of a natural disaster."
narendramodi,2019-05-04,Spoke to Odisha CM Naveen Patnaik Ji and discussed the situation prevailing due to Cyclone Fani. Assured continuous support from the Central Government in the wake of the cyclone. The entire nation stands in solidarity with all those affected by the cyclone in different parts.
narendramodi,2019-05-03,"Thank you Rajasthan! This land is strongly backing BJP. Happy to see several youngsters, farmers and women join our public meetings. Sharing some pictures from the three rallies today."
narendramodi,2019-05-03,Inaugurating new development works. Kickstarting long pending projects. Going to places associated with India’s culture. Engaging with professionals. Vibrant political rallies. The last 125 days have been both memorable and humbling.
narendramodi,2019-05-03,"Kashmir to Kanyakumari, Jamnagar to Silchar…you would enjoy reading this article on the extent and diversity of my travels over the last 125 days, and how they give me strength to serve 130 crore Indians. http://nm-4.com/rgn8"
narendramodi,2019-05-03,My second rally in Rajasthan. Here is my speech in Sikar.
narendramodi,2019-05-03,"On his birthday, I convey my greetings to Rajasthan CM Shri @ashokgehlot51 Ji. Praying for his good health and long life."
narendramodi,2019-05-03,"Looking forward to visiting Rajasthan today. Will be campaigning in Hindaun, Sikar and Bikaner. In order to gauge the mood of the state, here’s a short clip from my last rally in Jaipur. It is clear people of the state want BJP!"
narendramodi,2019-05-03,Best wishes to Jharkhand CM @dasraghubar Ji on his birthday. He has undertaken numerous efforts for the progress of Jharkhand in the last five years. Praying for his long and healthy life.
narendramodi,2019-05-02,Chaired a high level meeting to review the preparedness relating to Cyclone Fani. The Central Government is ready to provide all possible assistance that would be required. Prayers for the safety and well-being of our citizens.
narendramodi,2019-05-02,Congratulations to all my young friends who have successfully passed the CBSE Class XII examinations. My best wishes to them for their endeavours. Kudos also to their parents and teachers for the valuable support.
narendramodi,2019-05-01,Today is a day that would make every Indian proud! I thank the global community and all those who believe in humanitarian values for their support. India’s fight against terror will continue. We will work towards peace and brotherhood in our planet.
narendramodi,2019-05-01,Congress’ corruption and nepotism has ruined Rajasthan. The state is backing BJP! Watch from Jaipur.
narendramodi,2019-05-01,"Campaigned in Kaushambi and Ambedkar Nagar in Uttar Pradesh. SP has done great disservice to Dr. Lohia's ideals and BSP has abandoned the principles of Dr. Ambedkar. BJP is devoting all possible resources to serve the poor and downtrodden. That is why, people trust BJP."
narendramodi,2019-05-01,"As Japan embarks on the new #Reiwa era of beautiful harmony, I wish my dear friend @AbeShinzo @JPN_PMO and through him, all the people of Japan peace, prosperity and happiness."
narendramodi,2019-05-01,"Strongly condemn the despicable attack on our security personnel in Gadchiroli, Maharashtra. I salute all the brave personnel. Their sacrifices will never be forgotten. My thoughts & solidarity are with the bereaved families. The perpetrators of such violence will not be spared."
narendramodi,2019-05-01,"Best wishes to the people of Gujarat on Gujarat Diwas. In all spheres, people from the state have made outstanding contributions. Gujaratis are known for their courage, innovation and spirit of enterprise. May Gujarat scale new heights of glory. Jai Jai Garvi Gujarat!"
narendramodi,2019-05-01,Greetings to my sisters and brothers of Maharashtra on the state’s Foundation Day. Maharashtra is a land of revolutionaries and reformers who have enriched India’s progress. Praying for the continued growth of the state in the times to come. Jai Maharashtra!
narendramodi,2019-04-30,"It is always a delight to be in Bihar. In Muzaffarpur, elaborated on the NDA's development agenda and the vision for the coming years. It is clear that the state is backing the BJP, JD(U) and LJP."
narendramodi,2019-04-30,"This election, the fundamental questions facing UP are: Do SP, BSP and Congress have any plan to eliminate terror? Can SP, BSP and Congress look beyond their own families? Do we want a Mahamilawat Government that does not work and causes elections frequently?"
narendramodi,2019-04-30,The campaign continues with exceptional vigour! Have a look at pictures from Bahraich and Barabanki. Opposition parties aren’t even contesting enough seats to get the Leader of the Opposition post and they are dreaming to be PM and Ministers!
